Ville,Titre,Lien,Description,Prix,Localisation,Détails
grenoble,Appartement - 1 pièce(s) - 18 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285553039A1KIVHAP000,"ExclusivitÉ opportunitÉ d'investissement À saisir grenoble  rue gabriel peri  copropriété calme, sécurisée et à jour de tous travaux   venez découvrir ce studio de 18m² refait très fonctionnel et très bien situé, à proximité immédiate de toutes...",77 000 €4 278 € / m2,,"Studio - 1 pièce, DPE :E300kWh/m².an12kg CO2/m².an"
grenoble,Appartement - 4 pièce(s) - 124 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286526310A1KIVHAP000,"Grenoble - centre ville   18 avenue alsace lorraine   appartement en duplex , 4 pièces de 124m² au premier étage sur 7 avec ascenseur.  belle pièce de vie avec cuisine ouverte, 3 chambres dont une suite parentale, nombreux rangements, buanderie, 2...",355 000 €2 863 € / m2,,"4 pièces, 3
chambres, DPE :C109kWh/m².an21kg CO2/m².an"
grenoble,Appartement - 1 pièce(s) - 25 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287098419A1KIVHAP000,"Exclusivité  grenoble  studio attenant à l'iuga  secteur hors encadrement des loyers !  studio en bon état, situé dans une résidence sécurisée, attenante à l'iuga.  loyer potentiel : 490  / mois rentabilité brute : 12 %  pas de bail commercial !...",50 000 €2 000 € / m2,,"Studio - 1 pièce, 1
chambre, DPE :C140kWh/m².an10kg CO2/m².an"
grenoble,Appartement - 3 pièce(s) - 68 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287026072A1KIVHAP000,"ExclusivitÉ !  grenoble - vigny musset   appartement t3 de 68,5 m² au 5ème étage/6 avec ascenseur d'une copropriété sécurisée de 2003.  séjour/cuisine équipée de 35 m² donnant accès à une terrasse de 18 m², au calme, avec une vue  sur belledonne....",129 000 €1 897 € / m2,,"3 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :B99kWh/m².an7kg CO2/m².an"
grenoble,Appartement - 2 pièce(s) - 41 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284882411A1KIVHAP000,"Votre réseau lysi immobilier est heureux de vous proposer cette exclusivité sur grenoble. rare rue ampère , grenoble centre , 7ème et dernier étage avec vue imprenable sur les massifs du vercors et la chartreuse.  cet appartement t2 est l'occasion...",115 000 €2 805 € / m2,,"Exclusivité, 2 pièces, 1
chambre, Garage, Ascenseur, DPE :F357kWh/m².an78kg CO2/m².an"
grenoble,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286825127A1KIVHAP000,"A vendre sur la commune de grenoble (38100), 27 rue mallifaud         situé à seulement 5 minutes à pied de chavant et du parc paul mistral et proches de toute les commodités.   tram a à 2 minutes à pied ( arrêt albert 1er de belgique)        dans...",145 000 €2 231 € / m2,,"Exclusivité, 3 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :E252kWh/m².an22kg CO2/m².an"
grenoble,Appartement - 3 pièce(s) - 51 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286801111A1KIVHAP000,"Comptoir immobilier de france grenoble vous présente cet appartement en dernier étage !  situé route de lyon à grenoble, à quelques pas du centre ville et un arrêt de tram au pied de l'immeuble, cet appartement vous offrira une vue superbe sur les...",120 000 €2 353 € / m2,,"3 pièces, 2
chambres, Garage, Ascenseur, DPE :E309kWh/m².an67kg CO2/m².an"
grenoble,Appartement - 3 pièce(s) - 66 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287097061A1KIVHAP000,"A vendre en exclusivité chez comptoir immobilier de france grenoble - grésivaudan :  À l'angle de la rue montorge et de la rue de belgrade, un appartement t3 d'une superficie d'environ 66 m2. il se compose d'une entrée donnant accès à une cuisine...",180 000 €2 727 € / m2,,"Exclusivité, 3 pièces, 2
chambres, DPE :E320kWh/m².an67kg CO2/m².an"
grenoble,Parking / Garage - 17 m²,https://www.paruvendu.fr/immobilier/vente/parking-garage/1285772765A1KIVHPK000,Exclusivité comptoir immobilier de france grenoble !!  venez découvrir ce garage situé au 2 rue de villard de lans en rez-de-chaussée d'une copropriété fermée et sécurisée.  box fermé de 17m2. comptoir immobilier de france - plus d'informations...,20 000 €1 176 € / m2,,
grenoble,Appartement - 5 pièce(s) - 78 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284371724A1KIVHAP000,Exclusivité comptoir immobilier de france grenoble - grésivaudan  idéal investisseurs.   appartement entièrement équipé pour de la colocation - 3 chambres / 3 salle de bains avec salon et cuisine séparée  non soumis à l'encadrement des loyers....,179 000 €2 295 € / m2,,"Exclusivité, 5 pièces, 3
chambres, Garage, Balcon, DPE :D213kWh/m².an6kg CO2/m².an"
grenoble,Appartement - 5 pièce(s) - 141 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284018615A1KIVHAP000,"Comptoir immobilier de france grenoble grésivaudan  au cur du centre historique, dans le prestigieux hôtel de franquières, découvrez un bien d'exception alliant cachet ancien et design contemporain.  dès l'entrée, de vastes rangements intégrés...",390 000 €2 766 € / m2,,"5 pièces, 3
chambres, DPE :C139kWh/m².an29kg CO2/m².an"
grenoble,Appartement - 3 pièce(s) - 81 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286656751A1KIVHAP000,"Comptoir immobilier de france vous propose en exclusivité ce spacieux t3 de 81m2 alliant confort et tranquilité. aux abords des quartiers championnet, caserne de bonne et du square charles michels, cet appartement bénéficie d'un emplacement...",215 000 €2 654 € / m2,,"Exclusivité, 3 pièces, 2
chambres, Ascenseur, Balcon, DPE :D213kWh/m².an6kg CO2/m².an"
grenoble,Appartement - 2 pièce(s) - 50 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286328070A1KIVHAP000,Comptoir immobilier de france grenoble grésivaudan vous propose de découvrir ce t2 de 50m2 entièrement refait à neuf offrant une belle opportunité d'investissement avec une rentabilité assurée par un locataire déjà en place. situé à proximité...,145 000 €2 900 € / m2,,"2 pièces, 1
chambre, Ascenseur, Balcon, DPE :D185kWh/m².an10kg CO2/m².an"
grenoble,Maison - 6 pièce(s) - 160 m²,https://www.paruvendu.fr/immobilier/vente/maison/1282317775A1KIVHMN000,"Découvrez cette élégante maison alliant le charme de l'ancien et le confort moderne, indépendante et dans un environnement pavillonaire.  avec ses 160 m2 habitables, cette maison offre de nombreux atouts pour vous séduire. répartie sur plusieurs...",445 000 €2 781 € / m2,,"6 pièces, 5
chambres, Terrain 402 m2, DPE :E313kWh/m².an67kg CO2/m².an"
grenoble,Appartement - 2 pièce(s) - 52 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1282317776A1KIVHAP000,"Claudia schiavone vous invite à découvrir un appartement d'exception de 51,55m2, niché au cur du quartier historique notre-dame à grenoble, à proximité immédiate de l'hypercentre. situé dans un hôtel particulier datant de la renaissance, ce bien...",185 000 €3 558 € / m2,,"2 pièces, 1
chambre, DPE :D220kWh/m².an47kg CO2/m².an"
grenoble,Appartement - 2 pièce(s) - 40 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283389982A1KIVHAP000,"Grenoble   idéal 1er achat ou résidence principale  dans une résidence calme et bien située, découvrez ce bel appartement lumineux et fonctionnel, composé d'un hall d'entrée, d'une cuisine indépendante, d'un séjour, d'une salle de bains et de wc...",99 500 €2 488 € / m2,,"2 pièces, 1
chambre, Garage, Balcon"
grenoble,Duplex/triplex - 5 pièce(s) - 108 m²,https://www.paruvendu.fr/immobilier/vente/duplex-triplex/1287057874A1KIVHDU000,"Au cur du très prisé quartier caserne-de-bonne, découvrez ce magnifique duplex de 107 m2 situé en dernier étage d'une résidence standing et récente (2009). un bien rare sur le marché, offrant confort, luminosité et qualité de vie.  dès l'entrée,...",418 000 €3 870 € / m2,,"5 pièces, 4
chambres, Balcon, DPE :D140kWh/m².an25kg CO2/m².an"
grenoble,Appartement - 1 pièce(s) - 29 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283641027A1KIVHAP000,Vv10xx studio grenoble (38100)  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est hors frais...,144 000 €4 966 € / m2,,"Studio - 1 pièce, 3
chambres, Balcon"
grenoble,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283641025A1KIVHAP000,Vv10xx 3 pieces grenoble (38100) 7  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est hors...,283 000 €4 354 € / m2,,"3 pièces, 2
chambres, Balcon"
grenoble,Appartement - 3 pièce(s) - 63 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283641024A1KIVHAP000,Vv10xx 3 pieces grenoble (38100) 6  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est hors...,275 800 €4 378 € / m2,,"3 pièces, 2
chambres, Balcon"
grenoble,Appartement - 3 pièce(s) - 63 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283652460A1KIVHAP000,Vv10xx 3 pieces grenoble (38100) 6 tva reduite  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente...,250 387 €3 974 € / m2,,"3 pièces, 2
chambres, Balcon, DPE :A1kWh/m².an1kg CO2/m².an"
grenoble,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283652461A1KIVHAP000,Vv10xx 3 pieces grenoble (38100) 7 tva reduite  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente...,256 717 €3 949 € / m2,,"3 pièces, 2
chambres, Balcon, DPE :A1kWh/m².an1kg CO2/m².an"
grenoble,Appartement - 3 pièce(s) - 66 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283641023A1KIVHAP000,Vv10xx 3 pieces grenoble (38100) 5  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est hors...,284 200 €4 306 € / m2,,"3 pièces, 2
chambres, Balcon"
grenoble,Appartement - 4 pièce(s) - 83 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283641026A1KIVHAP000,Vv10xx 4 pieces grenoble (38100)  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est hors...,372 000 €4 482 € / m2,,"4 pièces, 3
chambres, Balcon, DPE :A1kWh/m².an1kg CO2/m².an"
grenoble,Appartement - 4 pièce(s) - 83 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283652462A1KIVHAP000,Vv10xx 4 pieces grenoble (38100) tva reduite  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche...,327 050 €3 940 € / m2,,"4 pièces, 3
chambres, Garage, Balcon, DPE :A1kWh/m².an1kg CO2/m².an"
grenoble,Appartement - 3 pièce(s) - 64 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283641019A1KIVHAP000,Vv10xx 3 pieces grenoble (38100) 3  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est hors...,278 200 €4 347 € / m2,,"3 pièces, 2
chambres, Balcon"
grenoble,Appartement - 3 pièce(s) - 64 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283641018A1KIVHAP000,Vv10xx 3 pieces grenoble (38100) 3 tva reduite  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente...,252 497 €3 945 € / m2,,"3 pièces, 2
chambres, Balcon, DPE :A1kWh/m².an1kg CO2/m².an"
grenoble,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283641017A1KIVHAP000,Vv10xx 3 pieces grenoble (38100) 2  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est hors...,286 600 €4 409 € / m2,,"3 pièces, 2
chambres, Balcon"
grenoble,Appartement - 3 pièce(s) - 63 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283641021A1KIVHAP000,Vv10xx 3 pieces grenoble (38100) 4  visite sur rdv  se renseigner pour les remises en cours  les images de publicite ne sont pas contractuelles.  la commission de l'agence immobiliere est payee par le mandant.   le prix de vente affiche est hors...,282 800 €4 489 € / m2,,"3 pièces, 2
chambres, Balcon"
angers,Appartement - 1 pièce(s) - 15 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287065245A1KIVHAP000,"chambre de 15 m²  centre-ville marseille (secteur lycée thiers)
3? étage sans ascenseur  travaux à prévoir
idéalement située en plein centre-ville de marseille, à deux pas du lycée thiers, des transports, des commerces et de tous les accès...",57 500 €*3 833 € / m2,,"Studio - 1 pièce, 1
chambre, DPE :D"
angers,Maison - 5 pièce(s) - 117 m²,https://www.paruvendu.fr/immobilier/vente/maison/1283300596A1KIVHMN000,"Maison  5 pièces  quartier résidentiel prisé à angers  rue de la maître d'École - nichée dans une rue paisible, cette maison bénéficie d'un environnement verdoyant, calme et résidentiel à proximité immédiate de sentiers piétons, parcs et écoles,...",470 000 €4 017 € / m2,,"5 pièces, 4
chambres, Terrain 208 m2, DPE :A"
angers,Appartement - 3 pièce(s) - 72 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286930696A1KIVHAP000,"Situé dans le secteur prisé des hauts de st aubin, venez découvrir cet appartement t3 de 72 m², lumineux et spacieux. il est situé au cinquième étage d'une petite résidence sécurisée de six étages, calme et bien entretenue. 
idéalement positionné...",249 000 €*3 458 € / m2,,"3 pièces, 2
chambres, Garage, Balcon, DPE :C"
angers,Maison - 5 pièce(s) - 117 m²,https://www.paruvendu.fr/immobilier/vente/maison/1283300591A1KIVHMN000,"Maison  5 pièces  quartier résidentiel prisé à angers  rue de la maître d'École - nichée dans une rue paisible, cette maison bénéficie d'un environnement verdoyant, calme et résidentiel à proximité immédiate de sentiers piétons, parcs et écoles,...",470 000 €4 017 € / m2,,"5 pièces, 4
chambres, Terrain 210 m2, DPE :A"
angers,Appartement - 3 pièce(s) - 66 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283479688A1KIVHAP000,"Dans quartier agréable, proche commerces, transports, écoles immeuble de 2013, beau t3 de 66 m² et comprenant  salon-séjour-cuisine ouverte, grand balcon avec vue sur jardin, 2 chambres, salle de bains, wc place de parking en sous-sol  vendu libre...",217 000 €3 288 € / m2,,"3 pièces, 2
chambres, Garage, Balcon, DPE :C72kWh/m².an13kg CO2/m².an"
angers,Maison - 5 pièce(s) - 117 m²,https://www.paruvendu.fr/immobilier/vente/maison/1283300589A1KIVHMN000,"Maison t5  quartier résidentiel prisé à angers  rue de la maître d'École  nichée dans une rue paisible, cette maison bénéficie d'un environnement verdoyant, calme et résidentiel à proximité immédiate de sentiers piétons, parcs et écoles,...",478 000 €4 085 € / m2,,"5 pièces, 4
chambres, Terrain 282 m2, DPE :A"
angers,Appartement - 3 pièce(s) - 70 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283117266A1KIVHAP000,"A qq pas du chu dans immeuble récent de bon standing et au calme grand t de 69 m² ayant salon-séjour, cuisine ouverte, 2 chambres, salle de bains balcon orienté sud garage fermé plus parking extérieur  : https://www.georisques.gouv.fr/....",219 900 €3 141 € / m2,,"Exclusivité, 3 pièces, 2
chambres, Garage, Balcon, DPE :C130kWh/m².an4kg CO2/m².an"
angers,Maison - 8 pièce(s) - 273 m²,https://www.paruvendu.fr/immobilier/prestige/maison/1281701938A1KIVHMN000,"Vous rêvez d'un lieu où le charme, la tranquillité et le confort s'unissent parfaitement ? pourquoi chercher ailleurs quand cette somptueuse maison pourrait être la vôtre ?  nichée au calme dans un cadre verdoyant, cette grande maison de caractère...",733 000 €2 685 € / m2,,"8 pièces, 5
chambres, Terrain 2 375 m2, DPE :D186kWh/m².an34kg CO2/m².an"
angers,Appartement - 1 pièce(s) - 29 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283613014A1KIVHAP000,"Appartement de type 1 composé: d'une entrée, pièce de vie avec placard donnant sur le balcon, salle de bains, wc, cuisine aménagée et équipée.cave.  ascenseur.  actuellement loué.  très belle vue dégagée sur la ville..proche tramway bus commerces...",136 250 €4 698 € / m2,,"Exclusivité, Studio - 1 pièce, Ascenseur, Balcon, DPE :D235kWh/m².an46kg CO2/m².an"
angers,Maison - 7 pièce(s) - 130 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286622775A1KIVHMN000,"Angers/lycee-madeleine :  emplacement de choix pour cette maison contemporaine de 1992.  idéale pour une vie familiale entre la place du lycée et la place de la madeleine située dans une rue calme et avec vie de plain-pied.   elle comprend, une...",524 000 €4 031 € / m2,,"7 pièces, 5
chambres, Terrain 251 m2, DPE :C116kWh/m².an18kg CO2/m².an"
angers,Appartement - 1 pièce(s) - 12 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284230491A1KIVHAP000,"Angers hyper-centre, place du ralliement  - bonne rentabilité emplacement recherché par les étudiants, jeunes actifs et touristes studio fonctionnel et meublé de 12 m², situé au 2ème étage d'un immeuble à deux pas des transports, commerces, facs...",97 500 €8 125 € / m2,,"Studio - 1 pièce, DPE :E391kWh/m².an11kg CO2/m².an"
angers,Maison - 8 pièce(s) - 231 m²,https://www.paruvendu.fr/immobilier/prestige/maison/1281992161A1KIVHMN000,A vendre en exclusivité - quartier des justices   découvrez cette belle maison angevine de 1889 offrant une vie de plain-pied avec 231 m² habitables sur un terrain clos de 551 m².  cette maison de charme se compose au rez-de-chaussée d'une entrée...,857 800 €3 713 € / m2,,"8 pièces, 5
chambres, Terrain 551 m2, DPE :C84kWh/m².an17kg CO2/m².an"
angers,Appartement - 3 pièce(s) - 67 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286288221A1KIVHAP000,"Idéal pour un premier achat, cette nouvelle résidence  propose des appartements du studio au 4 pièces, pensés pour offrir un véritable confort de vie. chaque logement, aux prestations de qualité, bénéficie d'une loggia ou d'un balcon, prolongeant...",230 700 €3 443 € / m2,,"3 pièces, 2
chambres, Garage, Ascenseur, Balcon"
angers,Maison - 4 pièce(s) - 105 m²,https://www.paruvendu.fr/immobilier/vente/maison/1278915727A1KIVHMN000,"Le domaine se dévoile en avant-première dans le quartier prisé de la fayette - eblé à angers. cette résidence se trouve à seulement quelques minutes à pied du tramway et de la gare tgv angers saint- laud, vous plaçant ainsi au coeur d'un...",426 000 €4 057 € / m2,,"4 pièces, 3
chambres, Terrain 211 m2"
angers,Appartement - 2 pièce(s) - 39 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286288219A1KIVHAP000,"Idéal pour un premier achat, cette nouvelle résidence  propose des appartements du studio au 4 pièces, pensés pour offrir un véritable confort de vie. chaque logement, aux prestations de qualité, bénéficie d'une loggia ou d'un balcon, prolongeant...",140 000 €3 590 € / m2,,"2 pièces, 1
chambre, Garage, Ascenseur, Balcon"
angers,Maison - 5 pièce(s) - 115 m²,https://www.paruvendu.fr/immobilier/vente/maison/1285124171A1KIVHMN000,"Le domaine se dévoile en avant-première dans le quartier prisé de la fayette - eblé à angers. cette résidence se trouve à seulement quelques minutes à pied du tramway et de la gare tgv angers saint- laud, vous plaçant ainsi au coeur d'un...",474 000 €4 122 € / m2,,"5 pièces, 4
chambres, Terrain 205 m2"
angers,Appartement - 3 pièce(s) - 68 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286288220A1KIVHAP000,"Idéal pour un premier achat, cette nouvelle résidence  propose des appartements du studio au 4 pièces, pensés pour offrir un véritable confort de vie. chaque logement, aux prestations de qualité, bénéficie d'une loggia ou d'un balcon, prolongeant...",234 800 €3 453 € / m2,,"3 pièces, 2
chambres, Garage, Ascenseur, Balcon"
angers,Maison - 4 pièce(s) - 99 m²,https://www.paruvendu.fr/immobilier/vente/maison/1284996544A1KIVHMN000,Nouveau: cette petite résidence  d'un beau standing ne compte que  17 appartements  et  2 maisons  et offre un environnement de qualité pour rejoindre en une minute le centre des justices  situé à 200 mètres avec  tous ses commerces. a vendre...,444 000 €4 485 € / m2,,"4 pièces, 3
chambres"
angers,Appartement - 2 pièce(s) - 50 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286203745A1KIVHAP000,"Dans l'hyper centre ville d'angers, à deux pas des commerces et des commodités, découvrez ce magnifique appartement situé au dernier étage d'une petite copropriété calme et bien entretenue.  entièrement refait à neuf avec des matériaux de qualité,...",223 400 €4 468 € / m2,,"2 pièces, 1
chambre, DPE :D160kWh/m².an32kg CO2/m².an"
angers,Maison - 4 pièce(s) - 83 m²,https://www.paruvendu.fr/immobilier/vente/maison/1284636634A1KIVHMN000,L'écoquartier de la monnaie offre un environnement de qualité avec tous les commerces et services  du rond point de la pyramide à proximité immédiate  de la résidence et son mail paysager ainsi que le bus à 100 mètres pour rejoindre le centre...,360 000 €4 337 € / m2,,"4 pièces, 3
chambres, Terrain 210 m2"
angers,Appartement - 39 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286288218A1KIVHAP000,"Idéal pour un premier achat, cette nouvelle résidence  propose des appartements du studio au 4 pièces, pensés pour offrir un véritable confort de vie. chaque logement, aux prestations de qualité, bénéficie d'une loggia ou d'un balcon, prolongeant...",140 000 €3 590 € / m2,,"1
chambre, Garage, Ascenseur, Balcon"
angers,Maison - 6 pièce(s) - 103 m²,https://www.paruvendu.fr/immobilier/vente/maison/1285435080A1KIVHMN000,"Angers / la  madeleine :   charmante maison de ville construite en 2000, à proximité de la place de la madeleine, dans un environnement calme. la maison comprend, une entrée, salon-séjour sur cuisine ouverte aménagée et équipée avec accès à une...",395 000 €3 835 € / m2,,"6 pièces, 4
chambres, Terrain 161 m2, DPE :C145kWh/m².an28kg CO2/m².an"
angers,Appartement - 3 pièce(s) - 83 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287064628A1KIVHAP000,"Dans un immeuble de bon standing idéalement situé à proximité du jardin du mail et du palais des congrès, nous vous proposons cet appartement lumineux de plus de 83 m², situé au 4ème étage avec ascenseur.  il se compose d'une belle entrée, d'un...",381 425 €4 595 € / m2,,"3 pièces, 1
chambre, Garage, Ascenseur, Balcon, DPE :C136kWh/m².an26kg CO2/m².an"
angers,Maison - 3 pièce(s) - 83 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286856582A1KIVHMN000,"A découvrir sans tarder ! superbe duplex de 83 m² avec entrée indépendante, idéalement situé au calme rue de nazareth. entièrement rénové en 2014 (toiture, isolation, plomberie, électricité, salle d'eau...) et équipé d'une pompe à chaleur pour un...",254 600 €3 067 € / m2,,"3 pièces, 2
chambres, Terrain 102 m2, DPE :C141kWh/m².an4kg CO2/m².an"
angers,Appartement - 2 pièce(s) - 1 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285622072A1KIVHAP000,"NouveautÉ à angers, proche du centre-ville. appartements du studio au 4 pièces avec balcon, terrasse ou jardin, dans un quartier pratique où tout se fait à pied : commerces, écoles, boulangerie, supermarché. parking privé et local vélo inclus. la...",186 383 €,,"2 pièces, 1
chambre, Garage, Ascenseur, Balcon"
angers,Maison - 6 pièce(s) - 140 m²,https://www.paruvendu.fr/immobilier/vente/maison/1287029127A1KIVHMN000,"Située dans un quartier calme et recherché, cette maison rénovée avec soin, offre un cadre de vie agréable à seulement quelques minutes du centre-ville à proximité immédiate des commerces, des écoles et de toutes les commodités. dès l'entrée, vous...",525 000 €3 750 € / m2,,"6 pièces, 4
chambres, Terrain 419 m2, DPE :C150kWh/m².an15kg CO2/m².an"
angers,Appartement - 3 pièce(s) - 65 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285597023A1KIVHAP000,"NouveautÉ à angers, proche du centre-ville. appartements du studio au 4 pièces avec balcon, terrasse ou jardin, dans un quartier pratique où tout se fait à pied : commerces, écoles, boulangerie, supermarché. parking privé et local vélo inclus. la...",264 629 €4 071 € / m2,,"3 pièces, 2
chambres, Garage, Ascenseur, Balcon"
angers,Maison - 4 pièce(s) - 118 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286337221A1KIVHMN000,"Située dans un secteur calme et recherché, cette maison de 118m²  offre un cadre de vie agréable, à proximité immédiate des transports, des commerces et du campus universitaire belle beille.  au rez-de-chaussée, vous découvrirez une entrée, un...",249 900 €2 118 € / m2,,"4 pièces, 2
chambres, Terrain 182 m2, DPE :D155kWh/m².an32kg CO2/m².an"
angers,Appartement - 4 pièce(s) - 81 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285555940A1KIVHAP000,"Angers / saint leonard :  appartement de 81m² situé au 1er étage d'une petite copropriété construite en 2010. il comprend une entrée avec placard, un grand salon-séjour avec cuisine ouverte de 40m2 donnant sur un balcon exposé sud, deux chambres...",262 500 €3 241 € / m2,,"4 pièces, 3
chambres, Garage, Balcon, DPE :D244kWh/m².an7kg CO2/m².an"
angers,Maison - 4 pièce(s) - 90 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286310271A1KIVHMN000,"Venez découvrir cette maison entièrement rénovée avec goût ! située sur un emplacement stratégique, elle se compose d'une entrée indépendante, d'une belle pièce de vie ouverte sur une cuisine aménagée et équipée, et une salle a manger lumineuse,...",290 000 €3 222 € / m2,,"4 pièces, 3
chambres, Terrain 319 m2, DPE :E279kWh/m².an59kg CO2/m².an"
angers,Appartement - 3 pièce(s) - 74 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1283955719A1KIVHAP000,"Angers : place du lycee   situé à deux pas de la place du lycée et de toutes les commodités, cet appartement  de 74m² au deuxième étage sans ascenseur, d'une petite copropriété, vous séduira par sa fonctionnalité et sa localisation idéale. il se...",295 700 €3 996 € / m2,,"3 pièces, 2
chambres, Garage, Balcon, DPE :C109kWh/m².an22kg CO2/m².an"
angers,Appartement - 3 pièce(s) - 64 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284636719A1KIVHAP000,"La ligne a du tramway passe au pied de la résidence  située à  300 mètres de tous les services et commerces de proximité de la place de la fraternité  et à quelques minutes  du chu , du pôle universitaire st serge et du coeur d'angers, a vendre...",278 000 €4 344 € / m2,,"3 pièces, 2
chambres, Garage, Ascenseur, Balcon"
angers,Appartement - 3 pièce(s) - 89 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285863630A1KIVHAP000,"Angers/place du lycee :  a deux pas de la place du lycée, retrouvez cet appartement de 89m2 situé au 2ème étage d'une copropriété de 2005 de standing avec ascenseur. il comprend, une grande entrée avec placard, un salon-séjour avec balcon exposé...",317 000 €3 562 € / m2,,"3 pièces, 2
chambres, Garage, Ascenseur, Balcon, DPE :D192kWh/m².an6kg CO2/m².an"
angers,Appartement - 1 pièce(s) - 19 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285888038A1KIVHAP000,"Ideal logement etudiant   a 200 mètres de l'ecole des beaux arts et à proximité de toute les commodités, nous vous proposons ce studio de 19m² vendu meublé et vide de locataire. il est composé d'une entrée, d'une pièce de vie avec coin cuisine...",119 600 €6 295 € / m2,,Studio - 1 pièce
